city,description,formal_name,link,location,name,rank,rating_star,recommend_rate,review_link,review_number,state,tuition_and_fees,undergraduate_enrollment,ci,ci_level,city,contributor,crime_index,dg,dg_level,loc,loc_level,pc,pc_level,pcb,pcb_level,pv,pv_level,safety_index,sd,sd_level,sn,sn_level,university,update,wa,wa_level,wbi,wbi_level,wbm,wbm_level,wbsc,wbsc_level,wcs,wcs_level,whb,whb_level,wtc,wtc_level,pcp_in_Apr,pcp_in_Aug,pcp_in_Dec,pcp_in_Feb,pcp_in_Jan,pcp_in_July,pcp_in_June,pcp_in_Mar,pcp_in_May,pcp_in_Nov,pcp_in_Oct,pcp_in_Sep,tmax_in_Apr,tmax_in_Aug,tmax_in_Dec,tmax_in_Feb,tmax_in_Jan,tmax_in_July,tmax_in_June,tmax_in_Mar,tmax_in_May,tmax_in_Nov,tmax_in_Oct,tmax_in_Sep,tmin_in_Apr,tmin_in_Aug,tmin_in_Dec,tmin_in_Feb,tmin_in_Jan,tmin_in_July,tmin_in_June,tmin_in_Mar,tmin_in_May,tmin_in_Nov,tmin_in_Oct,tmin_in_Sep,university,Bike_Main_Means,Bus_Trolleybus_Main_Means,Bus_Trolleybus_Ride_Bus_Trolleybus,CO2_Emission_Index,Car_Main_Means,Distance_Bus_Trolleybus,Distance_Car,Distance_Overall,Driving_Car_Car,Inefficiency_Index,Motorbike_Main_Means,Overall_Bus_Trolleybus,Overall_Car,Overall_Overall,Time_Exp_Index,Time_Index_in_minutes,Traffic_Index,Train_Metro_Main_Means,Train_Metro_Ride_Bus_Trolleybus,Tram_Streetcar_Main_Means,University,Waiting_Bus_Trolleybus,Walking_Bus_Trolleybus,Walking_Main_Means,Working_from_Home_Main_Means
St. Charles,"Founded in 1827, Lindenwood University is a private institution. The school has 48.6% of its classes with fewer than 20 students, and the student-faculty ratio at Lindenwood University is 14:1.",Lindenwood University,https://www.usnews.com/best-colleges/lindenwood-2480,"St. Charles, MO",LINDENWOOD UNIVERSITY,319,4.0,83%,https://www.usnews.com/best-colleges/lindenwood-2480/reviews,6.0,MO,18640.0,4822,,,,,,,,,,,,,,,,,,,,,Lindenwood University,,,,,,,,,,,,,,,,4.71,3.29,2.53,1.37,3.29,5.28,4.46,4.33,3.14,0.4,3.27,2.74,66.1,88.8,55.4,33.8,40,86.7,86.3,61.3,73.2,56.6,72.0,83.9,44.0,67.8,33.6,17.0,27.0,67.8,65.9,39.2,53.0,33.6,52.8,60.3,Lindenwood University,,,,,,,,,,,,,,,,,,,,,Lindenwood University,,,,
Staunton,"Founded in 1842, Mary Baldwin University is a private institution. ",Mary Baldwin University,https://www.usnews.com/best-colleges/mary-baldwin-university-3723,"Staunton, VA",MARY BALDWIN UNIVERSITY,320,3.4,60%,https://www.usnews.com/best-colleges/mary-baldwin-university-3723/reviews,5.0,VA,31085.0,1477,,,,,,,,,,,,,,,,,,,,,Mary Baldwin University,,,,,,,,,,,,,,,,3.11,6.9,0.16,3.61,1.87,3.72,4.6,1.37,1.51,1.06,2.97,6.24,67.2,86.5,56.8,42.8,43.9,87.0,82.4,60.3,73.9,56.4,71.0,78.0,41.0,63.1,34.5,25.1,26.5,62.7,59.1,34.4,47.7,32.1,49.7,54.2,Mary Baldwin University,,,,,,,,,,,,,,,,,,,,,Mary Baldwin University,,,,
Clinton,"Founded in 1826, Mississippi College is a private institution. Mississippi College follows a semester-based academic calendar and its admissions are considered more selective.",Mississippi College,https://www.usnews.com/best-colleges/mississippi-college-2415,"Clinton, MS",MISSISSIPPI COLLEGE,321,4.7,100%,https://www.usnews.com/best-colleges/mississippi-college-2415/reviews,3.0,MS,20302.0,2757,,,,,,,,,,,,,,,,,,,,,Mississippi College,,,,,,,,,,,,,,,,8.9,6.83,3.32,2.34,3.55,8.98,6.4,6.2,3.67,1.08,1.52,2.54,75.5,90.7,71.0,57.3,57.4,90.0,89.1,72.8,81.3,67.4,81.0,85.8,51.0,71.7,49.5,35.3,37.7,72.1,69.4,48.6,60.2,40.2,57.5,64.6,Mississippi College,,,,,,,,,,,,,,,,,,,,,Mississippi College,,,,
Springfield,"At Missouri State University, students can explore more than 300 campus organizations, fraternities and sororities, community service programs, and Division I sports. Notable alumni include actor John Goodman, who starred in the television show Roseanne and in movies such as The Big Lebowski, O Brother, Where Art Thou?, and Raising Arizona.",Missouri State University,https://www.usnews.com/best-colleges/missouri-state-university-2503,"Springfield, MO",MISSOURI STATE UNIVERSITY,322,4.3,75%,https://www.usnews.com/best-colleges/missouri-state-university-2503/reviews,4.0,MO,16608.0,19801,83.0,Very High,"Springfield, MO",25.0,57.69,83.33,Very High,63.54,High,71.88,High,43.75,Moderate,62.0,High,42.31,70.0,High,33.33,Low,Missouri State University,21-Mar,48.0,Moderate,51.04,Moderate,45.0,Moderate,34.38,Low,53.0,Moderate,52.0,Moderate,66.0,High,4.81,1.62,1.31,1.11,4.19,3.79,3.39,8.35,8.76,1.11,6.74,1.79,66.1,89.1,59.4,36.2,43.1,86.9,85.1,62.0,71.4,59.2,69.7,85.4,43.4,69.5,37.8,17.4,27.9,68.3,65.1,39.8,53.6,35.2,51.7,61.0,Missouri State University,0.00%,9.09%,20.0,"6,357.60",72.73%,3.22,25.35,28.65,25.25,198.92,0.00%,55.0,25.62,34.4,476.21,34.4,150.06,0.00%,,0.00%,Missouri State University,30.0,5.0,9.09%,9.09%
Baltimore,"Founded in 1867, Morgan State University is a public institution. ",Morgan State University,https://www.usnews.com/best-colleges/morgan-state-2083,"Baltimore, MD",MORGAN STATE UNIVERSITY,323,4.0,83%,https://www.usnews.com/best-colleges/morgan-state-2083/reviews,6.0,MD,18480.0,6270,76.98,High,"Baltimore, MD",129.0,75.57,87.7,Very High,87.9,Very High,81.69,Very High,71.11,High,83.86,Very High,24.43,47.07,Moderate,16.41,Very Low,Morgan State University,22-Mar,71.29,High,69.51,High,73.82,High,60.48,High,64.96,High,65.08,High,78.0,High,2.07,4.37,0.83,4.84,2.16,3.65,2.76,3.9,3.63,1.33,5.25,6.04,67.9,88.8,54.7,42.7,44.6,91.0,86.4,59.8,76.7,56.6,74.2,81.9,45.0,70.5,36.4,29.0,29.0,69.3,65.4,37.7,51.2,34.2,55.2,61.0,Morgan State University,0.00%,3.12%,15.0,"4,838.90",56.25%,2.41,26.91,21.3,30.06,131.15,0.00%,22.0,30.39,31.55,196.93,31.55,126.6,18.75%,,3.12%,Morgan State University,2.0,5.0,15.62%,3.12%
Chicago,National Louis University is a private institution. National Louis University follows a quarter-based academic calendar and its admissions are considered least selective.,National Louis University,https://www.usnews.com/best-colleges/national-louis-university-1733,"Chicago, IL",NATIONAL LOUIS UNIVERSITY,324,5.0,100%,https://www.usnews.com/best-colleges/national-louis-university-1733/reviews,2.0,IL,11325.0,3604,71.98,High,"Chicago, IL",448.0,66.0,70.69,High,78.46,High,68.93,High,71.23,High,71.35,High,34.0,55.77,Moderate,25.34,Low,National Louis University,22-Mar,62.19,High,60.96,High,64.5,High,48.14,Moderate,55.61,Moderate,56.46,Moderate,65.63,High,0.71,4.51,2.3,1.26,1.96,1.89,6.78,1.25,1.79,0.72,5.78,1.23,61.3,86.2,45.8,27.5,34,82.3,83.8,53.3,69.7,48.1,66.6,79.8,42.5,68.1,30.3,13.2,24.5,66.5,64.8,35.3,50.8,32.5,52.7,60.7,National Louis University,3.62%,5.80%,25.25,"7,368.34",56.52%,8.07,30.57,23.28,45.26,212.3,0.00%,37.12,46.47,41.85,"2,202.54",41.85,189.2,15.94%,3.75,0.00%,National Louis University,4.25,3.88,13.04%,5.07%
DeKalb,"Students at Northern Illinois University can join more than 200 clubs, about 40 Greek-letter organizations and numerous Division I sports teams. Notable NIU alumni include Dan Castellaneta, who voices several characters on the animated television show ""The Simpsons.""",Northern Illinois University,https://www.usnews.com/best-colleges/northern-illinois-university-1737,"DeKalb, IL",NORTHERN ILLINOIS UNIVERSITY,325,4.2,80%,https://www.usnews.com/best-colleges/northern-illinois-university-1737/reviews,5.0,IL,12478.0,12277,87.5,Very High,"DeKalb, IL",4.0,73.9,87.5,Very High,87.5,Very High,75.0,High,68.75,High,75.0,High,26.1,25.0,Low,18.75,Very Low,Northern Illinois University,21-Dec,68.75,High,62.5,High,75.0,High,62.5,High,50.0,Moderate,62.5,High,62.5,High,1.28,3.59,2.36,0.77,1.79,2.36,4.4,1.87,2.86,0.41,6.11,0.97,61.2,85.2,42.8,22.8,30.7,82.0,83.8,51.8,69.5,47.4,66.7,80.9,38.2,62.5,25.6,6.1,18.7,62.9,60.1,30.9,47.7,28.5,48.9,54.8,Northern Illinois University,,,,,,,,,,,,,,,,,,,,,Northern Illinois University,,,,
Highland Heights,"Founded in 1968, Northern Kentucky University is a public institution. Northern Kentucky University offers a Greek system, where 7 percent of the student body is involved in a sorority and 10% is involved in a fraternity.",Northern Kentucky University,https://www.usnews.com/best-colleges/northern-kentucky-university-9275,"Highland Heights, KY",NORTHERN KENTUCKY UNIVERSITY,326,5.0,100%,https://www.usnews.com/best-colleges/northern-kentucky-university-9275/reviews,1.0,KY,20448.0,11507,,,,,,,,,,,,,,,,,,,,,Northern Kentucky University,,,,,,,,,,,,,,,,3.31,3.35,3.21,2.46,3.08,5.42,6.42,3.53,4.28,1.89,5.09,3.2,65.4,87.1,55.2,37.3,39.6,85.0,83.4,60.4,73.4,53.2,71.3,80.8,41.1,66.4,33.2,22.4,28.0,65.1,62.6,35.1,48.7,31.6,52.9,57.8,Northern Kentucky University,,,,,,,,,,,,,,,,,,,,,Northern Kentucky University,,,,
Rochester,"Located about 30 miles northwest of Detroit, Oakland University is in the suburb of Rochester, Michigan. Classes at Oakland are usually small, often with fewer than 35 students, and only 1 percent of courses are taught by graduate assistants.??",Oakland University,https://www.usnews.com/best-colleges/oakland-university-2307,"Rochester, MI",OAKLAND UNIVERSITY,327,5.0,100%,https://www.usnews.com/best-colleges/oakland-university-2307/reviews,1.0,MI,24708.0,15100,33.33,Low,"Rochester, MI",3.0,8.82,16.67,Very Low,0.0,Very Low,8.33,Very Low,8.33,Very Low,8.33,Very Low,91.18,100.0,Very High,100.0,Very High,Oakland University,21-Dec,8.33,Very Low,16.67,Very Low,8.33,Very Low,16.67,Very Low,8.33,Very Low,8.33,Very Low,8.33,Very Low,1.65,4.98,2.61,1.2,1.1,5.45,7.1,1.97,2.25,1.46,5.62,5.24,60.3,84.1,42.0,29.4,32.4,81.0,81.4,54.1,69.6,46.0,65.5,75.3,37.5,63.5,27.5,12.3,21.8,61.8,60.5,29.1,45.1,30.1,50.1,54.4,Oakland University,,,,,,,,,,,,,,,,,,,,,Oakland University,,,,
Chicago,"Roosevelt University, located on campuses in Chicago and Schaumburg, Ill., is a private school that encourages its students to get involved with social justice. Part of Roosevelt?é?s mission is not only to educate but to also shape students to be socially conscious community leaders.",Roosevelt University,https://www.usnews.com/best-colleges/roosevelt-university-1749,"Chicago, IL",ROOSEVELT UNIVERSITY,328,5.0,100%,https://www.usnews.com/best-colleges/roosevelt-university-1749/reviews,2.0,IL,31493.0,2997,71.98,High,"Chicago, IL",448.0,66.0,70.69,High,78.46,High,68.93,High,71.23,High,71.35,High,34.0,55.77,Moderate,25.34,Low,Roosevelt University,22-Mar,62.19,High,60.96,High,64.5,High,48.14,Moderate,55.61,Moderate,56.46,Moderate,65.63,High,0.71,4.51,2.3,1.26,1.96,1.89,6.78,1.25,1.79,0.72,5.78,1.23,61.3,86.2,45.8,27.5,34,82.3,83.8,53.3,69.7,48.1,66.6,79.8,42.5,68.1,30.3,13.2,24.5,66.5,64.8,35.3,50.8,32.5,52.7,60.7,Roosevelt University,3.62%,5.80%,25.25,"7,368.34",56.52%,8.07,30.57,23.28,45.26,212.3,0.00%,37.12,46.47,41.85,"2,202.54",41.85,189.2,15.94%,3.75,0.00%,Roosevelt University,4.25,3.88,13.04%,5.07%
Edwardsville,"Founded in 1957, Southern Illinois University Edwardsville is a public institution. The school has 51.2% of its classes with fewer than 20 students, and the student-faculty ratio at Southern Illinois University Edwardsville is 15:1.",Southern Illinois University Edwardsville,https://www.usnews.com/best-colleges/southern-illinois-university-edwardsville-1759,"Edwardsville, IL",SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,329,5.0,100%,https://www.usnews.com/best-colleges/southern-illinois-university-edwardsville-1759/reviews,2.0,IL,12300.0,9942,,,,,,,,,,,,,,,,,,,,,Southern Illinois University Edwardsville,,,,,,,,,,,,,,,,3.79,3.69,2.73,1.56,3.24,6.71,4.24,5.12,3.01,0.57,3.66,2.54,65.4,87.3,53.9,31.5,38.7,85.5,85.7,59.9,73.4,54.1,70.9,83.3,43.5,67.6,33.9,16.6,26.5,67.1,65.8,39.2,52.9,32.7,52.8,59.6,Southern Illinois University Edwardsville,,,,,,,,,,,,,,,,,,,,,Southern Illinois University Edwardsville,,,,
Nacogdoches,"Founded in 1923, Stephen F. Austin State University is a public institution. Stephen F. Austin State University follows a semester-based academic calendar and its admissions are considered selective.",Stephen F. Austin State University,https://www.usnews.com/best-colleges/stephen-f-austin-state-university-3624,"Nacogdoches, TX",STEPHEN F. AUSTIN STATE UNIVERSITY,330,5.0,100%,https://www.usnews.com/best-colleges/stephen-f-austin-state-university-3624/reviews,3.0,TX,21616.0,11494,62.5,High,"Nacogdoches, TX",4.0,27.94,50.0,Moderate,25.0,Low,31.25,Low,18.75,Very Low,31.25,Low,72.06,93.75,Very High,50.0,Moderate,Stephen F. Austin State University,22-Jan,12.5,Very Low,31.25,Low,12.5,Very Low,18.75,Very Low,12.5,Very Low,25.0,Low,37.5,Low,7.87,3.41,2.61,3.29,3.13,4.89,4.14,3.26,11.94,2.77,2.78,1.09,75.4,93.0,72.0,55.7,59.1,91.2,90.4,72.8,80.6,69.5,83.4,89.3,54.1,72.4,52.5,36.6,39.1,71.5,71.2,47.9,62.2,44.7,58.5,65.0,Stephen F. Austin State University,,,,,,,,,,,,,,,,,,,,,Stephen F. Austin State University,,,,
Nashville,Tennessee State University is a historically black institution just outside downtown Nashville. Famed TV personality Oprah Winfrey is one of the school's many notable graduates.,Tennessee State University,https://www.usnews.com/best-colleges/tennessee-state-3522,"Nashville, TN",TENNESSEE STATE UNIVERSITY,331,5.0,100%,https://www.usnews.com/best-colleges/tennessee-state-3522/reviews,3.0,TN,21910.0,6000,70.49,High,"Nashville, TN",61.0,46.84,58.33,Moderate,54.82,Moderate,58.2,Moderate,41.98,Moderate,52.05,Moderate,53.16,77.08,High,46.31,Moderate,Tennessee State University,22-Feb,40.98,Moderate,40.35,Moderate,43.44,Moderate,22.81,Low,35.25,Low,41.39,Moderate,50.0,Moderate,2.35,7.05,3.64,4.81,2.57,8.74,2.22,12.28,5.05,1.47,4.7,4.47,70.7,89.9,64.2,47.0,50.5,90.7,88.1,66.7,78.0,60.3,76.0,82.7,47.4,71.3,42.6,30.0,33.6,71.5,67.9,44.7,55.4,35.6,56.6,62.4,Tennessee State University,1.67%,3.33%,27.5,"9,351.80",90.00%,9.66,29.6,27.61,38.26,210.21,0.00%,52.5,38.89,38.98,"1,339.36",38.98,186.78,0.00%,,0.00%,Tennessee State University,17.5,7.5,3.33%,1.67%
Commerce,"Founded in 1889, Texas A&M University--Commerce is a public institution. Texas A&M University--Commerce offers a Greek system, where 1 percent of the student body is involved in a sorority and 2% is involved in a fraternity.",Texas A&M University--Commerce,https://www.usnews.com/best-colleges/texas-am-commerce-3565,"Commerce, TX",TEXAS A&M UNIVERSITY--COMMERCE,332,5.0,100%,https://www.usnews.com/best-colleges/texas-am-commerce-3565/reviews,2.0,TX,22266.0,8062,,,,,,,,,,,,,,,,,,,,,Texas A&M University--Commerce,,,,,,,,,,,,,,,,4.44,3.6,0.96,3.03,3.45,2.83,4.56,2.53,9.41,2.34,4.12,0.13,71.6,92.0,69.1,48.4,55,91.3,88.2,70.0,77.0,66.9,81.6,90.5,50.8,73.4,47.8,29.5,36.4,72.3,70.0,48.3,60.7,42.6,56.7,65.2,Texas A&M University--Commerce,,,,,,,,,,,,,,,,,,,,,Texas A&M University--Commerce,,,,
Houston,Texas Southern University is one of the largest historically black colleges in the country. The university is located in downtown Houston.,Texas Southern University,https://www.usnews.com/best-colleges/texas-southern-university-3642,"Houston, TX",TEXAS SOUTHERN UNIVERSITY,333,5.0,100%,https://www.usnews.com/best-colleges/texas-southern-university-3642/reviews,2.0,TX,21443.0,5298,72.92,High,"Houston, TX",304.0,63.97,71.49,High,73.91,High,70.87,High,51.98,Moderate,69.88,High,36.03,56.77,Moderate,24.59,Low,Texas Southern University,22-Feb,57.31,Moderate,55.86,Moderate,61.47,High,44.64,Moderate,59.44,Moderate,59.82,Moderate,71.43,High,2.28,3.87,1.85,1.91,1.72,7.23,6.12,1.52,10.39,2.23,2.75,7.61,78.8,94.9,78.2,62.2,66.3,92.9,92.7,76.2,85.0,74.5,86.0,90.3,62.4,79.2,61.4,45.3,47.8,77.9,77.6,56.4,70.5,54.5,68.1,73.4,Texas Southern University,0.53%,5.29%,44.5,"10,285.98",89.95%,23.5,31.02,29.98,41.59,248.32,0.53%,55.4,41.92,41.9,"2,219.27",41.9,206.19,0.00%,0.2,0.00%,Texas Southern University,3.8,4.4,1.59%,2.12%
San Marcos,"Founded in 1899, Texas State University is a public institution. Texas State University follows a semester-based academic calendar and its admissions are considered selective.",Texas State University,https://www.usnews.com/best-colleges/texas-state-university-3615,"San Marcos, TX",TEXAS STATE UNIVERSITY,334,5.0,100%,https://www.usnews.com/best-colleges/texas-state-university-3615/reviews,2.0,TX,24091.0,33193,0.0,Very Low,"San Marcos, TX",3.0,0.0,0.0,Very Low,0.0,Very Low,0.0,Very Low,0.0,Very Low,0.0,Very Low,100.0,100.0,Very High,100.0,Very High,Texas State University,18-Apr,0.0,Very Low,0.0,Very Low,0.0,Very Low,0.0,Very Low,0.0,Very Low,0.0,Very Low,0.0,Very Low,1.87,3.87,1.13,1.39,1.52,3.5,3.36,1.11,8.47,1.67,7.14,3.88,78.3,92.9,72.9,57.5,63.5,90.4,90.2,74.4,81.8,71.1,82.8,92.0,55.9,72.8,52.2,36.4,39.2,72.3,71.2,50.3,64.0,47.2,59.5,66.3,Texas State University,0.00%,0.00%,,"5,160.40",100.00%,,19.63,19.63,19.4,78.2,0.00%,,19.4,19.4,19.4,19.4,104.48,0.00%,,0.00%,Texas State University,,,0.00%,0.00%
Fort Worth,"Founded in 1890, Texas Wesleyan University is a private institution. Texas Wesleyan University follows a semester-based academic calendar and its admissions are considered selective.",Texas Wesleyan University,https://www.usnews.com/best-colleges/texas-wesleyan-university-3645,"Fort Worth, TX",TEXAS WESLEYAN UNIVERSITY,335,2.5,50%,https://www.usnews.com/best-colleges/texas-wesleyan-university-3645/reviews,2.0,TX,33408.0,1480,62.21,High,"Fort Worth, TX",43.0,43.09,56.88,Moderate,49.42,Moderate,49.42,Moderate,34.38,Low,39.53,Low,56.91,78.49,High,48.81,Moderate,Texas Wesleyan University,21-Jul,31.4,Low,35.0,Low,38.95,Low,31.25,Low,32.56,Low,47.62,Moderate,52.33,Moderate,3.91,3.64,0.52,1.93,1.38,1.59,2.57,2.71,9.14,1.7,2.45,0.79,73.1,93.3,71.8,51.0,56.9,92.7,89.8,71.3,77.9,68.5,82.4,91.6,52.5,74.2,48.0,30.6,38.0,73.5,71.0,49.2,61.9,44.7,58.2,67.1,Texas Wesleyan University,0.00%,0.00%,,"6,157.77",88.89%,,21.24,22.41,23.54,124.39,3.70%,,23.96,25.19,25.2,25.19,119.84,0.00%,,0.00%,Texas Wesleyan University,,,3.70%,3.70%
Denton,"Founded in 1901, Texas Woman's University is a public institution. The school has 43.5% of its classes with fewer than 20 students, and the student-faculty ratio at Texas Woman's University is 19:1.",Texas Woman's University,https://www.usnews.com/best-colleges/texas-womans-university-3646,"Denton, TX",TEXAS WOMAN'S UNIVERSITY,336,3.0,50%,https://www.usnews.com/best-colleges/texas-womans-university-3646/reviews,4.0,TX,22474.0,10656,83.93,Very High,"Denton, TX",14.0,42.93,55.77,Moderate,42.86,Moderate,51.79,Moderate,17.31,Very Low,32.14,Low,57.07,82.14,Very High,51.79,Moderate,Texas Woman's University,21-Sep,42.86,Moderate,40.38,Moderate,35.71,Low,28.85,Low,28.57,Low,57.14,Moderate,60.71,High,3.59,5.05,0.48,2.51,1.79,2.45,4.54,2.27,8.53,2.72,2.74,0.37,72.0,92.8,70.6,49.8,55.2,92.1,89.0,70.4,77.1,67.2,81.5,91.3,51.5,74.4,46.8,29.8,36.8,73.6,70.7,48.9,61.0,43.9,57.8,67.2,Texas Woman's University,,,,,,,,,,,,,,,,,,,,,Texas Woman's University,,,,
Nashville,"Founded in 1901, Trevecca Nazarene University is a private institution. ",Trevecca Nazarene University,https://www.usnews.com/best-colleges/trevecca-nazarene-university-3526,"Nashville, TN",TREVECCA NAZARENE UNIVERSITY,337,3.6,63%,https://www.usnews.com/best-colleges/trevecca-nazarene-university-3526/reviews,9.0,TN,26898.0,2095,70.49,High,"Nashville, TN",61.0,46.84,58.33,Moderate,54.82,Moderate,58.2,Moderate,41.98,Moderate,52.05,Moderate,53.16,77.08,High,46.31,Moderate,Trevecca Nazarene University,22-Feb,40.98,Moderate,40.35,Moderate,43.44,Moderate,22.81,Low,35.25,Low,41.39,Moderate,50.0,Moderate,2.35,7.05,3.64,4.81,2.57,8.74,2.22,12.28,5.05,1.47,4.7,4.47,70.7,89.9,64.2,47.0,50.5,90.7,88.1,66.7,78.0,60.3,76.0,82.7,47.4,71.3,42.6,30.0,33.6,71.5,67.9,44.7,55.4,35.6,56.6,62.4,Trevecca Nazarene University,1.67%,3.33%,27.5,"9,351.80",90.00%,9.66,29.6,27.61,38.26,210.21,0.00%,52.5,38.89,38.98,"1,339.36",38.98,186.78,0.00%,,0.00%,Trevecca Nazarene University,17.5,7.5,3.33%,1.67%
Deerfield,"Founded in 1897, Trinity International University is a private institution. Trinity International University follows a semester-based academic calendar and its admissions are considered selective.",Trinity International University,https://www.usnews.com/best-colleges/trinity-international-university-1772,"Deerfield, IL",TRINITY INTERNATIONAL UNIVERSITY,338,5.0,100%,https://www.usnews.com/best-colleges/trinity-international-university-1772/reviews,1.0,IL,33298.0,722,,,,,,,,,,,,,,,,,,,,,Trinity International University,,,,,,,,,,,,,,,,1.03,3.58,2.82,0.85,1.89,1.51,4.7,0.92,1.4,0.65,5.41,1.4,60.0,85.1,42.7,26.0,32.9,82.0,82.9,51.1,68.9,47.4,66.4,78.8,39.0,63.9,26.8,9.1,21.0,62.9,60.9,31.6,47.1,29.7,49.8,56.4,Trinity International University,,,,,,,,,,,,,,,,,,,,,Trinity International University,,,,
Cincinnati,"Founded in 1964, Union Institute and University is a private institution. ",Union Institute and University,https://www.usnews.com/best-colleges/union-institute-and-university-10923,"Cincinnati, OH",UNION INSTITUTE AND UNIVERSITY,339,4.0,100%,https://www.usnews.com/best-colleges/union-institute-and-university-10923/reviews,2.0,OH,15686.0,604,64.52,High,"Cincinnati, OH",64.0,48.42,68.44,High,60.0,High,57.54,Moderate,33.75,Low,48.81,Moderate,51.58,75.0,High,34.77,Low,Union Institute and University,22-Jan,37.1,Low,49.17,Moderate,40.08,Moderate,33.2,Low,30.24,Low,38.89,Low,51.19,Moderate,2.94,5.06,3.45,3.96,3.19,4.57,8.63,3.23,4.8,1.93,5.47,2.72,64.9,86.7,54.3,36.4,39.1,84.4,83.1,59.9,72.6,52.3,70.1,80.0,43.0,67.9,34.8,22.5,27.6,66.9,64.5,36.9,51.1,32.6,53.3,60.2,Union Institute and University,0.00%,0.00%,,"6,490.40",93.75%,,19.83,19.83,24.4,104.69,0.00%,,25.07,25.07,25.07,25.07,120.87,0.00%,,0.00%,Union Institute and University,,,0.00%,6.25%
Akron,"Students at the University of Akron can hang out in the Starbucks caf?? or Barnes & Noble bookstore in the Student Union building, float along the lazy river in the recreation center or try out for the nearly 20 Division I sports teams. Notable UA alumni include former NFL players Charlie Frye and Jason Taylor, and actress Yvette Nicole Brown, who starred in the television show ""Community.""",University of Akron,https://www.usnews.com/best-colleges/university-of-akron-3123,"Akron, OH",UNIVERSITY OF AKRON,340,4.0,67%,https://www.usnews.com/best-colleges/university-of-akron-3123/reviews,3.0,OH,15410.0,13651,73.86,High,"Akron, OH",23.0,48.91,70.24,High,52.27,Moderate,51.09,Moderate,42.86,Moderate,46.74,Moderate,51.09,76.09,High,35.87,Low,University of Akron,21-Oct,44.57,Moderate,45.45,Moderate,41.3,Moderate,30.68,Low,42.05,Moderate,47.83,Moderate,50.0,Moderate,2.41,3.76,3.64,2.07,1.98,7.08,5.24,2.0,4.39,1.99,4.33,2.19,62.0,85.6,48.2,32.8,35.6,82.3,81.8,57.4,70.1,49.7,69.5,78.2,41.6,66.3,32.6,19.5,26.2,64.1,63.7,32.7,48.8,33.3,53.9,57.4,University of Akron,0.00%,0.00%,,"6,672.17",83.33%,,28.97,24.94,29.6,158.38,0.00%,,29.7,28.08,49.43,28.08,129.38,0.00%,,0.00%,University of Akron,,,16.67%,0.00%
Fairbanks,"Founded in 1917, University of Alaska--Fairbanks is a public institution. ",University of Alaska--Fairbanks,https://www.usnews.com/best-colleges/university-of-alaska-fairbanks-1063,"Fairbanks, AK",UNIVERSITY OF ALASKA--FAIRBANKS,341,4.0,100%,https://www.usnews.com/best-colleges/university-of-alaska-fairbanks-1063/reviews,1.0,AK,,6206,58.33,Moderate,"Fairbanks, AK",16.0,42.2,55.0,Moderate,50.0,Moderate,46.88,Moderate,37.5,Low,46.88,Moderate,57.8,76.56,High,60.94,High,University of Alaska--Fairbanks,22-Jan,36.67,Low,26.67,Low,34.38,Low,26.67,Low,42.19,Moderate,39.06,Low,54.69,Moderate,1.35,3.67,5.74,1.37,0.04,2.18,1.06,0.9,0.37,0.42,1.31,0.37,40.8,63.8,11.3,2.3,7.6,75.4,73.9,19.5,63.0,7.9,36.9,53.4,12.6,49.8,-8.0,-20.4,-10.1,54.1,52.3,-7.4,40.8,-6.3,24.9,34.8,University of Alaska--Fairbanks,0.00%,0.00%,,"3,635.33",100.00%,,10.57,10.57,13.67,43.9,0.00%,,13.67,13.67,13.67,13.67,84.28,0.00%,,0.00%,University of Alaska--Fairbanks,,,0.00%,0.00%
Bridgeport,"A private, seaside school in Connecticut, the University of Bridgeport offers many clubs, Greek organizations and sports on campus, as well as parks and a zoo nearby. Famous former students include the 7-foot-7 NBA player Manute Bol and Subway restaurant co-founder Fred DeLuca.",University of Bridgeport,https://www.usnews.com/best-colleges/university-of-bridgeport-1416,"Bridgeport, CT",UNIVERSITY OF BRIDGEPORT,342,5.0,100%,https://www.usnews.com/best-colleges/university-of-bridgeport-1416/reviews,3.0,CT,,3233,57.14,Moderate,"Bridgeport, CT",7.0,57.98,71.43,High,78.57,High,60.71,High,71.43,High,60.71,High,42.02,67.86,High,10.71,Very Low,University of Bridgeport,21-Mar,35.71,Low,35.71,Low,50.0,Moderate,14.29,Very Low,53.57,Moderate,53.57,Moderate,64.29,High,3.22,2.22,1.73,4.47,1.42,8.55,1.56,3.06,4.39,1.15,5.09,8.38,59.5,82.9,46.6,38.3,39.5,81.8,80.3,50.9,69.5,53.1,68.8,77.4,42.0,69.9,34.2,26.7,27.1,67.8,62.6,33.1,51.3,35.5,53.4,62.2,University of Bridgeport,,,,,,,,,,,,,,,,,,,,,University of Bridgeport,,,,
